223,-38.3,4.92,5.57,0.56,0,1.63
224,-35.7,5.27,5.93,0.61,0,2.88
225,-35.4,5.28,6,0.64,0,1.88
226,-34.8,4.38,5.92,0.6,0,3.13
227,-33.5,4.44,5.91,0.55,0,6.06
228,-32.7,5.27,5.94,0.51,0,5.13
229,-30.8,5.26,5.85,0.56,0,4.88
230,-29.9,5.26,5.92,0.62,0,4.13
231,-27.1,5.34,5.88,0.61,0,3.13
232,-26.9,5.38,5.79,0.55,0,2.19
233,-26.5,5.42,5.83,0.59,0,1.44
234,-27,5.43,5.96,0.54,0,1.06
235,-25.6,5.64,6.25,0.45,0,1.25
236,-23.4,5.71,6.44,0.41,0,1.38
237,-23.8,5.8,6.55,0.4,0.5,1.13
238,-22.8,5.84,6.62,0.34,0.5,0.94
239,-23.8,5.97,6.57,0.37,0,1.5
240,-24.5,5.92,6.7,0.51,0,1.25
241,-23.5,4.79,6.71,0.47,0,1.25
242,-21.6,6.09,6.75,0.39,0,1.13
243,-22,6.03,6.9,0.44,0,1.44
244,-21.1,6.01,6.8,0.54,0.38,1.75
245,-25.2,6.16,6.8,0.42,0.5,1.13
246,-25,6.45,7.06,0.41,0.38,1.13
247,-27.4,6.66,7.22,0.34,1.38,0.88
248,-28.8,6.87,7.32,0.28,1.75,0.81
249,-34.8,4.48,7.46,0.67,1.25,0.63
250,-29.1,7.43,7.62,0.34,2.38,1.13
251,-29.1,7.46,7.62,0.27,2.63,1.56
252,-24.6,7.51,7.56,0.19,1.13,0.88
253,-27.3,7.53,7.6,0.24,1.13,1.38
254,-28.6,7.52,7.63,0.33,1.88,1.88
255,-28.4,7.51,7.6,0.21,1.13,1.38
256,-28.7,7.47,7.62,0.18,0.5,1
257,-26.4,7.46,7.64,0.18,1.38,1.06
258,-25.9,7.6,7.69,0.15,2.75,1.69
259,-26.2,7.6,7.71,0.18,2.75,0.75
260,-21.8,7.61,7.75,0.19,2.25,0.56
261,-19.5,1.76,3.42,1.24,2.38,8
262,-21.1,2.55,3.18,0.78,2.13,8
263,-20.9,2.43,3.34,0.92,1.75,8
264,-19.9,2.43,2.94,0.68,1.5,8
265,-21.9,2.1,3.24,0.96,0.88,8
266,-21,2.47,3.09,0.76,1.13,8
